# timestamp x y z q_x q_y q_z q_w
1520621180.536947727 0.23828089474337494 -0.17263570022036231 -0.007427367451235679 0.09215374256393281 -0.035181913101700324 0.9947882063611437 0.025813663179475893
1520621180.578780651 0.020681271155600867 -0.30512262438538623 -0.010174861518674638 0.06372225948115319 -0.057872201116034576 0.9961214492235209 0.018230205194521447
1520621180.627617598 -0.1813086643526047 -0.25949179866286 -0.020747585351886495 0.03718244452905517 -0.054883430452935686 0.9976434751926817 0.017685340992775144
1520621180.677619696 -0.18685984828560193 -0.28864523778937207 -0.03518207648073846 0.0402748367158531 -0.06357572923831614 0.9969825941668169 0.01902028148402958
1520621180.727620602 -0.1922897117971549 -0.32027408709074645 -0.05267859256972209 0.04064036796927735 -0.0710643500947902 0.996462646531723 0.018984538549071336
1520621180.777624607 -0.19746309476669338 -0.3537630182789374 -0.07364522974685526 0.039621523469124315 -0.0752215170642876 0.9962058458811094 0.018594915456547206
1520621180.827623606 -0.20167917751272127 -0.3892621380299245 -0.09845068494604028 0.03727442141955363 -0.07460133709415268 0.9964319308651309 0.01298711530668572
1520621180.877625704 -0.20399721085795067 -0.4267216201295454 -0.12736935901151308 0.03551006167290993 -0.06711352813384702 0.9971113811615806 0.0019244270468307889
1520621180.927626610 -0.20353240084815113 -0.46601683436960417 -0.15961041626393435 -0.03417874628017061 0.05290997374978669 -0.997947469661375 0.011541047481565009
1520621181.002863169 -0.4098430917962662 -0.3326272440015494 -0.18910656937776715 -0.01793735123572856 0.01711533898355161 -0.9991188906922585 0.03386382825368996
1520621181.049704790 -0.44164363599574047 -0.36574834063633915 -0.23974982109681536 -0.012482467381540732 -0.012852483074227835 -0.9984853655471421 0.0520190010965764
1520621181.098902225 -0.49676374247642263 -0.23465874420508265 -0.24278696273162978 -0.0036409909495633717 -0.0289052788762428 -0.9965630782625068 0.0775452066987298
1520621181.148903370 -0.49675905777993123 -0.2504201122755211 -0.2704381280400522 0.006261691364027449 -0.036621028989813446 -0.9955697242670644 0.08637485502037222
1520621181.191501379 -0.40844856353166054 -0.07151531177629986 -0.24745493857956363 0.0030277789516465763 -0.03941001046548559 -0.9938714022696362 0.10323429362531279
1520621181.242411137 -0.3843174162512908 0.01945254590379085 -0.2183058086293661 0.0030356594334619695 -0.03528755705832828 -0.9946252981591341 0.09729382997144634
1520621181.292412996 -0.3616412941568592 0.02135828860285322 -0.23330394138722194 0.006821165233504642 -0.03037216167920456 -0.994390729190603 0.10108452502520092
1520621181.342415094 -0.3351381058587567 0.02348868346052806 -0.24455383300330405 0.009824410017927545 -0.026087558112304232 -0.9943747914422417 0.10218460952479708
1520621181.392668247 -0.2767015898939572 0.02605049663082351 -0.24846379270378666 0.014269007554931143 -0.022073715889717054 -0.9945435545527541 0.10095674612323174
1520621181.442651987 -0.2345424176039202 0.030919065270879335 -0.25396840473802296 0.016619449714285594 -0.019188252618413927 -0.9947555069931031 0.09908120992166435
1520621181.492586613 -0.19115979906770042 0.03266948145402598 -0.2525886566773874 0.01888031093716156 -0.019036065127832024 -0.9949232378617514 0.09699955075181496
1520621181.543134928 -0.12905309983270163 0.0021241242557574072 -0.1985741386353956 0.018195061593808355 -0.018083978679489295 -0.9951258055854882 0.09521838323848149
1520621181.592802763 -0.05615163009591245 -0.0015704392511722402 -0.13710871085828222 0.02215586482825265 -0.02421810996832243 -0.9949676877822351 0.09466731786919517
