# timestamp tx ty tz qx qy qz qw
1.520621175986840725e+09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -5.000749464212066869e-02 4.845589637468553090e-02 0.000000000000000000e+00 9.975726923819355774e-01
1.520621176036842823e+09 6.029814248904585838e-04 4.107526328880339861e-04 5.599949508905410767e-05 -5.000332682422048425e-02 4.394737205374209948e-02 -4.082076202110920468e-03 9.977733372113929411e-01
1.520621176086894035e+09 3.949353471398353577e-03 3.332021413370966911e-03 -1.224955543875694275e-03 -4.089709171947773780e-02 3.784833291430040464e-02 -5.827939319355331972e-03 9.984292497256811449e-01
1.520621176136830807e+09 1.002243626862764359e-02 8.545083925127983093e-03 -4.050006158649921417e-03 -2.751236189460954176e-02 3.563317744771924561e-02 -5.616753379687494489e-03 9.989703692750007136e-01
1.520621176186832666e+09 -4.258565604686737061e-04 1.669473247602581978e-03 1.091179292416200042e-04 1.787535876621100181e-02 -1.840116673697118205e-02 -5.752756449080559286e-07 9.996708801457440119e-01
1.520621176236833811e+09 1.412617624737322330e-03 3.730785101652145386e-03 -2.787272678688168526e-03 1.850172584583504795e-02 -5.418567606442714624e-03 5.639490812606349004e-03 9.997982403511191940e-01
1.520621176286835909e+09 2.451435429975390434e-03 5.279850680381059647e-03 -3.001652192324399948e-03 7.810266957999334111e-03 -2.060506441110623432e-03 4.462945628598417522e-03 9.999574171731349104e-01
1.520621176336837053e+09 3.123519942164421082e-03 7.652146741747856140e-03 -2.252926351502537727e-03 -2.533581177262821961e-04 -3.618476994941160520e-03 8.681698458155976978e-04 9.999930443333193697e-01
1.520621176386838913e+09 3.731874749064445496e-03 1.044550258666276932e-02 -1.767484820447862148e-03 -2.421189362787446592e-03 -6.256869607019645459e-03 -1.390042266570195358e-03 9.999765283281840667e-01
1.520621176436839819e+09 4.043570719659328461e-03 1.379469223320484161e-02 -1.743219327181577682e-03 -2.648246981663897239e-03 -7.598590224671217079e-03 2.563661877599673553e-04 9.999675907202689729e-01
1.520621176486861229e+09 3.906281664967536926e-03 1.641951501369476318e-02 -2.238708082586526871e-03 1.628358582806198589e-03 -7.069363116571480282e-03 1.721493748777281653e-03 9.999722041200569400e-01
1.520621176536863089e+09 2.897636266425251961e-03 1.884209923446178436e-02 -2.635943703353404999e-03 5.776279480873713727e-03 -9.804268155334739526e-03 2.608790937212461872e-03 9.999318502433768296e-01
1.520621176586863995e+09 1.826167106628417969e-03 2.162670716643333435e-02 -2.888864139094948769e-03 7.810115043879213050e-03 -1.115819089763717652e-02 4.676437567459090436e-03 9.998963085293249842e-01
1.520621176636866093e+09 1.596732618054375052e-04 2.397328615188598633e-02 -2.282093279063701630e-03 7.306806506326279406e-03 -1.417783229295273978e-02 7.086677247079558629e-03 9.998476777268362481e-01
1.520621176686866999e+09 -1.925493474118411541e-03 2.637371420860290527e-02 -1.344778691418468952e-03 7.328546307847814967e-03 -1.861845626185110875e-02 8.935558246127938906e-03 9.997598718163623888e-01
1.520621176736868858e+09 -4.389987327158451080e-03 2.861892618238925934e-02 -3.462394233793020248e-04 9.681891443385774038e-03 -2.383492649900692539e-02 9.253196220856439030e-03 9.996261979442934154e-01
1.520621176786870003e+09 -6.382900290191173553e-03 3.090791031718254089e-02 1.022502838168293238e-04 1.572017481274083292e-02 -2.771727419362364497e-02 1.028657468174236540e-02 9.994392503781553971e-01
1.520621176836872101e+09 -8.207627572119235992e-03 3.241237998008728027e-02 -1.537872594781219959e-04 2.337566546296269976e-02 -2.950713696016389262e-02 1.115661849139723549e-02 9.992289212169627177e-01
1.520621176886877298e+09 -1.019765529781579971e-02 3.318847715854644775e-02 -3.451702068559825420e-04 2.863430677504963731e-02 -3.270046656315334088e-02 1.151325973842476716e-02 9.989885889299537913e-01
1.520621176936878204e+09 -1.212832238525152206e-02 3.368506953120231628e-02 -4.187336598988622427e-04 3.012815045805077724e-02 -3.407253616053305262e-02 1.135830926561582840e-02 9.989005684452245681e-01
1.520621176986880302e+09 -1.379340048879384995e-02 3.386873006820678711e-02 -3.481370222289115191e-04 2.842765968879674282e-02 -3.294273219214705756e-02 9.768310376223068858e-03 9.990051174407107437e-01
1.520621177036882162e+09 -1.518641319125890732e-02 3.383142873644828796e-02 -3.593469446059316397e-04 2.582006266231084632e-02 -3.197682554183108733e-02 8.134323862658448742e-03 9.991219343842266953e-01
1.520621177086883068e+09 -1.647826656699180603e-02 3.374186158180236816e-02 -6.999394972808659077e-04 2.466509035220243104e-02 -3.166451198012043555e-02 6.945567901863038823e-03 9.991700311185774952e-01
1.520621177136885405e+09 -1.820166222751140594e-02 3.367200493812561035e-02 -1.461892738007009029e-03 2.545916167428419197e-02 -3.084084803007111630e-02 5.316610659656754827e-03 9.991858720131718830e-01
1.520621177186887264e+09 -1.992023736238479614e-02 3.366496786475181580e-02 -2.202492207288742065e-03 2.814661351484254795e-02 -3.129015131845207937e-02 4.838388900440803407e-03 9.991022392983425204e-01
1.520621177236888170e+09 -2.206674218177795410e-02 3.368536755442619324e-02 -3.078649286180734634e-03 3.084698654625653291e-02 -3.008526340963420254e-02 3.638813460903476266e-03 9.990646122164394960e-01
1.520621177286936760e+09 -2.452475950121879578e-02 3.382644057273864746e-02 -3.636667272076010704e-03 3.217673482965981852e-02 -2.855856174350556581e-02 2.128712706396151694e-03 9.990718366909646653e-01
1.520621177336937904e+09 -2.730164490640163422e-02 3.408877179026603699e-02 -3.474805038422346115e-03 3.164859733592215868e-02 -2.712006012580510730e-02 1.645971721761089242e-04 9.991310432236665262e-01
1.520621177386938810e+09 -3.006036952137947083e-02 3.445263952016830444e-02 -2.887902781367301941e-03 2.983449339164514005e-02 -2.612685568768531932e-02 -2.448972345028123908e-03 9.992103346895447880e-01
1.520621177436940670e+09 -3.277312591671943665e-02 3.465868905186653137e-02 -2.228075405582785606e-03 2.803945347405896807e-02 -2.558928364813371076e-02 -4.625797417378786983e-03 9.992685222749212448e-01
1.520621177486941814e+09 -3.516224026679992676e-02 3.465635702013969421e-02 -2.069835085421800613e-03 2.782378985550550132e-02 -2.516489362986770381e-02 -6.437950023741589867e-03 9.992752962253024229e-01
1.520621177536943674e+09 -3.721613436937332153e-02 3.450345993041992188e-02 -2.092153532430529594e-03 2.963160507260785906e-02 -2.457029720171215528e-02 -7.869536908969253924e-03 9.992278713412066082e-01
1.520621177586948633e+09 -3.868299350142478943e-02 3.452878072857856750e-02 -2.414902672171592712e-03 3.182592910207809878e-02 -2.405976259002850365e-02 -8.942861822664040922e-03 9.991637820113985491e-01
