# timestamp tx ty tz qx qy qz qw
1.520621178710263491e+09 -2.602914981540721540e-02 -4.223376298219894132e-03 1.570063835688964016e-01 0 0 0 1
1.520621178718596458e+09 -2.620437459916746814e-02 -4.260585827777552126e-03 1.568583112112809097e-01 0 0 0 1
1.520621178726929426e+09 -2.637718669477800981e-02 -4.268989287522506615e-03 1.567375727546371778e-01 0 0 0 1
1.520621178735262632e+09 -2.662000714965179204e-02 -4.234097302338923896e-03 1.566345171229954758e-01 0 0 0 1
1.520621178743596315e+09 -2.675358989224935202e-02 -4.286370249012239064e-03 1.565075893123919482e-01 0 0 0 1
1.520621178751929522e+09 -2.697475934616599957e-02 -4.239096572220990566e-03 1.563491435017432263e-01 0 0 0 1
1.520621178760263443e+09 -2.722465732656148552e-02 -4.211384302740039942e-03 1.562652726170445927e-01 0 0 0 1
1.520621178768596649e+09 -2.742631236687803620e-02 -4.146894991745586623e-03 1.561328427545993769e-01 0 0 0 1
1.520621178776929617e+09 -2.760570041619714310e-02 -4.121271109572166580e-03 1.560234553141259806e-01 0 0 0 1
1.520621178785262346e+09 -2.772673325269586764e-02 -4.141046763112221640e-03 1.558669874717875103e-01 0 0 0 1
1.520621178793596506e+09 -2.791845723689539982e-02 -4.143824598624057387e-03 1.557706419503641637e-01 0 0 0 1
1.520621178801929474e+09 -2.806963541255341754e-02 -4.113145397892647992e-03 1.557435475582813478e-01 0 0 0 1
1.520621178810263395e+09 -2.828980826533561421e-02 -4.097118339325134251e-03 1.556881798029909891e-01 0 0 0 1
1.520621178818596363e+09 -2.826903721908469169e-02 -4.437172165772329535e-03 1.556428854992957245e-01 0 0 0 1
1.520621178826929569e+09 -2.840152548785573883e-02 -4.416017731273425007e-03 1.555967797210155990e-01 0 0 0 1
1.520621178835263491e+09 -2.866093813519260403e-02 -4.426604925055310780e-03 1.554920730475120028e-01 0 0 0 1
1.520621178843596458e+09 -2.876575940157266587e-02 -4.409696113783612148e-03 1.554647449221304711e-01 0 0 0 1
1.520621178851929426e+09 -2.901715904635088217e-02 -4.429045836161882299e-03 1.553720430902205685e-01 0 0 0 1
1.520621178860262394e+09 -2.918613532364311425e-02 -4.423137669880117251e-03 1.552793696277763313e-01 0 0 0 1
1.520621178868596554e+09 -2.946548097475154560e-02 -4.498745386294578097e-03 1.551901436520239930e-01 0 0 0 1
1.520621178876929522e+09 -2.957720521986734186e-02 -4.510074157408561213e-03 1.550936859042155724e-01 0 0 0 1
1.520621178885263443e+09 -2.970744863333185659e-02 -4.545411425708745234e-03 1.550012486327616568e-01 0 0 0 1
1.520621178893596411e+09 -2.991381227193912196e-02 -4.539380424309014117e-03 1.548673636094313188e-01 0 0 0 1
1.520621178901929617e+09 -3.003176417355307715e-02 -4.600841819918821685e-03 1.547606805944068409e-01 0 0 0 1
1.520621178910262585e+09 -3.011268165301500543e-02 -4.571377859261871457e-03 1.546280187510065129e-01 0 0 0 1
1.520621178918596506e+09 -3.023948359221817483e-02 -4.638245716343081249e-03 1.545483445866584482e-01 0 0 0 1
1.520621178926929474e+09 -3.034294547353649785e-02 -4.696832772866810224e-03 1.544169850226264629e-01 0 0 0 1
1.520621178935263634e+09 -3.044596724109549513e-02 -4.777781906806777279e-03 1.543364164650904424e-01 0 0 0 1
1.520621178943596363e+09 -3.054019869916174690e-02 -4.863025799583309272e-03 1.542286215959274287e-01 0 0 0 1
1.520621178951929331e+09 -3.062775861309413594e-02 -4.969550947819256770e-03 1.541347122946918891e-01 0 0 0 1
1.520621178960263491e+09 -3.070723773285083391e-02 -5.086478039898145731e-03 1.540333598677805504e-01 0 0 0 1
1.520621178968596458e+09 -3.078458507742831696e-02 -5.177502881316908834e-03 1.539047980757375367e-01 0 0 0 1
1.520621178976929665e+09 -3.083204505992931388e-02 -5.302890040400076721e-03 1.537963203560452907e-01 0 0 0 1
1.520621178985262394e+09 -3.082170713425719244e-02 -5.503289359129692748e-03 1.537135102345985604e-01 0 0 0 1
1.520621178993596554e+09 -3.081457066235421260e-02 -5.659020670341408099e-03 1.536088983135306396e-01 0 0 0 1
1.520621179001929522e+09 -3.077969403481062294e-02 -5.824148210732071895e-03 1.535123566936626993e-01 0 0 0 1
1.520621179010263443e+09 -3.070134734448787261e-02 -6.132677599403946189e-03 1.534727772422042058e-01 0 0 0 1
1.520621179018596411e+09 -3.061655140446550849e-02 -6.328292895089626668e-03 1.534111912187499094e-01 0 0 0 1
1.520621179026929617e+09 -3.073379207379500766e-02 -6.277596160698784011e-03 1.532586517866620923e-01 0 0 0 1
1.520621179035262585e+09 -3.035251138380012925e-02 -6.806146772461940664e-03 1.533185470702438380e-01 0 0 0 1
1.520621179043596268e+09 -3.015009629570980509e-02 -7.064063262965269985e-03 1.532728530656743970e-01 0 0 0 1
1.520621179051929474e+09 -2.988337041055783017e-02 -7.364069229403580330e-03 1.532143026302341671e-01 0 0 0 1
1.520621179060263634e+09 -2.961896815913939163e-02 -7.656591588274697102e-03 1.531883428670173242e-01 0 0 0 1
1.520621179068596601e+09 -2.951266970244786902e-02 -7.623243897839637739e-03 1.529924035404268690e-01 0 0 0 1
1.520621179076929569e+09 -2.918823878750104184e-02 -7.962177417106586219e-03 1.530271628117003679e-01 0 0 0 1
1.520621179085263491e+09 -2.884498840594656999e-02 -8.328106463197704201e-03 1.531093293752974205e-01 0 0 0 1
1.520621179093596458e+09 -2.838516393254142400e-02 -8.907320723562150988e-03 1.531543534960109199e-01 0 0 0 1
1.520621179101929665e+09 -2.792693309417682013e-02 -9.355719609570045669e-03 1.532117047448910974e-01 0 0 0 1
1.520621179110262632e+09 -2.739158670317587418e-02 -9.806166728126841647e-03 1.532415255169672363e-01 0 0 0 1
1.520621179118596554e+09 -2.687402154499513030e-02 -1.034798655088076114e-02 1.533394722720924364e-01 0 0 0 1
1.520621179126929522e+09 -2.633181245349991428e-02 -1.072293424615122781e-02 1.534373912484940927e-01 0 0 0 1
1.520621179135263681e+09 -2.586065464231124267e-02 -1.146472586963609430e-02 1.535234704207673051e-01 0 0 0 1
1.520621179143596411e+09 -2.506018907136831064e-02 -1.222815547981948026e-02 1.537902416577123788e-01 0 0 0 1
1.520621179151929379e+09 -2.427112366797218312e-02 -1.276001539604865176e-02 1.539337820240544996e-01 0 0 0 1
1.520621179160262585e+09 -2.352372218192416709e-02 -1.330762328151791074e-02 1.541266537736838416e-01 0 0 0 1
1.520621179168596506e+09 -2.279160022459736368e-02 -1.397751185738138613e-02 1.542272827160959814e-01 0 0 0 1
1.520621179176929712e+09 -2.189043966440595845e-02 -1.483769989691496871e-02 1.543686173320115707e-01 0 0 0 1
